*Node
      1,           0.,           0.
      2,          20.,           0.
      3,          40.,           0.
      4,          60.,           0.
      5,          80.,           0.
      6,         100.,           0.
      7,         120.,           0.
      8,         140.,           0.
      9,         160.,           0.
     10,         180.,           0.
     11,         200.,           0.
     12,           0.,          20.
     13,          20.,          20.
     14,          40.,          20.
     15,          60.,          20.
     16,          80.,          20.
     17,         100.,          20.
     18,         120.,          20.
     19,         140.,          20.
     20,         160.,          20.
     21,         180.,          20.
     22,         200.,          20.
     23,           0.,          40.
     24,          20.,          40.
     25,          40.,          40.
     26,          60.,          40.
     27,          80.,          40.
     28,         100.,          40.
     29,         120.,          40.
     30,         140.,          40.
     31,         160.,          40.
     32,         180.,          40.
     33,         200.,          40.
     34,           0.,          60.
     35,          20.,          60.
     36,          40.,          60.
     37,          60.,          60.
     38,          80.,          60.
     39,         100.,          60.
     40,         120.,          60.
     41,         140.,          60.
     42,         160.,          60.
     43,         180.,          60.
     44,         200.,          60.
     45,           0.,          80.
     46,          20.,          80.
     47,          40.,          80.
     48,          60.,          80.
     49,          80.,          80.
     50,         100.,          80.
     51,         120.,          80.
     52,         140.,          80.
     53,         160.,          80.
     54,         180.,          80.
     55,         200.,          80.
     56,           0.,         100.
     57,          20.,         100.
     58,          40.,         100.
     59,          60.,         100.
     60,          80.,         100.
     61,         100.,         100.
     62,         120.,         100.
     63,         140.,         100.
     64,         160.,         100.
     65,         180.,         100.
     66,         200.,         100.
     67,           0.,         120.
     68,          20.,         120.
     69,          40.,         120.
     70,          60.,         120.
     71,          80.,         120.
     72,         100.,         120.
     73,         120.,         120.
     74,         140.,         120.
     75,         160.,         120.
     76,         180.,         120.
     77,         200.,         120.
     78,           0.,         140.
     79,          20.,         140.
     80,          40.,         140.
     81,          60.,         140.
     82,          80.,         140.
     83,         100.,         140.
     84,         120.,         140.
     85,         140.,         140.
     86,         160.,         140.
     87,         180.,         140.
     88,         200.,         140.
     89,           0.,         160.
     90,          20.,         160.
     91,          40.,         160.
     92,          60.,         160.
     93,          80.,         160.
     94,         100.,         160.
     95,         120.,         160.
     96,         140.,         160.
     97,         160.,         160.
     98,         180.,         160.
     99,         200.,         160.
    100,           0.,         180.
    101,          20.,         180.
    102,          40.,         180.
    103,          60.,         180.
    104,          80.,         180.
    105,         100.,         180.
    106,         120.,         180.
    107,         140.,         180.
    108,         160.,         180.
    109,         180.,         180.
    110,         200.,         180.
    111,           0.,         200.
    112,          20.,         200.
    113,          40.,         200.
    114,          60.,         200.
    115,          80.,         200.
    116,         100.,         200.
    117,         120.,         200.
    118,         140.,         200.
    119,         160.,         200.
    120,         180.,         200.
    121,         200.,         200.
